@SampleID:10
@Version:0.9.2
@Ranks:acellular root,cellular root,other entries|realm,domain|kingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU	HOST
1890302	species	131567|2|1783272|1239|91061|1385|186817|1386|1890302	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus wiedmannii	0.0003			
51665	species	131567|2|1783272|1239|91061|186826|186827|1375|51665	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Aerococcaceae|Aerococcus|Aerococcus urinaeequi	0.0003			
33037	species	131567|2|1783272|1239|1737404|1737405|1570339|165779|33037	cellular organisms|Bacteria|Bacillati|Bacillota|Tissierellia|Tissierellales|Peptoniphilaceae|Anaerococcus|Anaerococcus vaginalis	0.0003			
504	species	131567|2|3379134|1224|28216|206351|481|32257|504	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Betaproteobacteria|Neisseriales|Neisseriaceae|Kingella|Kingella kingae	0.0003			
197	species	131567|2|3379134|29547|3031852|213849|72294|194|197	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni	0.0003			
195	species	131567|2|3379134|29547|3031852|213849|72294|194|195	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter coli	0.0003			
1254	species	131567|2|1783272|1239|91061|186826|33958|1253|1254	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus|Pediococcus acidilactici	0.0003			
343874	species	131567|2|3379134|976|117743|200644|2762318|59734|343874	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Empedobacter|Empedobacter falsenii	0.0003			
1305	species	131567|2|1783272|1239|91061|186826|1300|1301|1305	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis	0.0003			
548	species	131567|2|3379134|1224|1236|91347|543|570|548	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella aerogenes	0.0003			
457392	species	131567|2|3379134|976|200643|171549|815|816|457392	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. 3_2_5	0.0003			
1920758	species	10239|2731341|2731360|2731618|2731619||2842329|1920753|1920758	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Schitoviridae|Gamaleyavirus|Gamaleyavirus ECBP1	0.0003			
3047961	species	10239|2731342|2732092|2732416|2732423|2732536|39724|742914|3047961	Viruses|Monodnaviria|Shotokuvirae|Cressdnaviricota|Arfiviricetes|Cirlivirales|Circoviridae|Cyclovirus|Cyclovirus manukha	0.0003			
2844204	species	10239|2731341|2731360|2731618|2731619||2731691|2842728|2844204	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Henuseptimavirus|Henuseptimavirus henu7	0.0002			
2845161	species	10239|2731341|2731360|2731618|2731619|||1623305|2845161	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv38503	0.0000			
1911008	species	10239|2731341|2731360|2731618|2731619||3424670|1910992|1911008	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Sarkviridae|Kagunavirus|Kagunavirus K1G	0.0000			
1985738	species	10239|2731341|2731360|2731618|2731619|3420540|3424637|110456|1985738	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Teseptimavirus|Teseptimavirus T7	0.0000			
3432179	species	10239|2731341|2731360|2731618|2731619|3420540|3424636|3424936|3432179	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autosignataviridae|Rodentiumvirus|Rodentiumvirus LL11	0.0000			
2845433	species	10239|2731341|2731360|2731618|2731619|||2843430|2845433	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Nevevirus|Nevevirus P162	0.0000			
2845439	species	10239|2731341|2731360|2731618|2731619|||186532|2845439	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Ceduovirus|Ceduovirus PCB1	0.0000			
2844808	species	10239|2559587|2732396|2732407|2842243|2842247|2842319|2842717|2844808	Viruses|Riboviria|Orthornavirae|Lenarviricota|Leviviricetes|Norzivirales|Fiersviridae|Hagavirus|Hagavirus psychrophilum	0.0000			
2845395	species	10239|2731341|2731360|2731618|2731619|||1623305|2845395	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus CHPC361	0.0000			
2846388	species	10239|2731341|2731360|2731618|2731619|||2843421|2846388	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Menderavirus|Menderavirus IMESM1	0.0000			
414970	species	10239|2731341|2731360|2731618|2731619||||414970	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Enterobacteria phage cdtI	0.0000			
2169700	species	10239|2732004|2732005|2732008|2732529|2732558|10656|2169669|2169700	Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Kalamavirales|Tectiviridae|Alphatectivirus|Alphatectivirus PRD1	0.0000			
2956036	species	10239|2731341|2731360|2731618|2731619|||2948775|2956036	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Justusliebigvirus|Justusliebigvirus PD06	0.0000			
2733637	species	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732686|2733637	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Kayfunavirus|Kayfunavirus F	0.0000			
1965367	species	10239|2731341|2731360|2731618|2731619|||2733127|1965367	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Rosemountvirus|Escherichia phage HP3	0.0000			
2956504	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2956504	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus vtec	0.0000			
78541	species	10239|2731341|2731360|2731618|2731619||3044455|1623303|78541	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Aliceevansviridae|Brussowvirus|Brussowvirus Sfi11	0.0000			
1914200	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|1914200	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus ime09	0.0000			
1173297	species	10239|2731341|2731360|2731618|2731619||||1173297	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Halocynthia phage JM-2012	0.0000			
3427808	species	10239|2731341|2731360|2731618|2731619||2731689|2732960|3427808	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Chaseviridae|Carltongylesvirus|Carltongylesvirus DE15	0.0000			
2844199	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844199	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus gee4507	0.0000			
2844206	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844206	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus ime537	0.0000			
2846680	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2846680	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus pyps2t	0.0000			
2844229	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844229	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus pp01	0.0000			
1914204	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|1914204	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus c40	0.0000			
2844200	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844200	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus gee50	0.0000			
3060729	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|3060729	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus yueel1	0.0000			
2844191	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844191	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus ecnp1	0.0000			
2844196	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844196	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus ecomg28	0.0000			
1913656	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|1913650|1913656	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Karamvirus|Karamvirus cc31	0.0000			
2845191	species	10239|2731341|2731360|2731618|2731619|||2843449|2845191	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Sandinevirus|Sandinevirus BK5T	0.0000			
2560458	species	10239|2731341|2731360|2731618|2731619||2946167|140410|2560458	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Peduovirus|Peduovirus pro147	0.0000			
2762429	species	10239|2731341|2731360|2731618|2731619||3424670|1910992|2762429	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Sarkviridae|Kagunavirus|Escherichia phage vB_EcoS_fPoEco01	0.0000			
2844212	species	10239|2731341|2731360|2731618|2731619||2731689|2732960|2844212	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Chaseviridae|Carltongylesvirus|Carltongylesvirus mangalitsa	0.0000			
1862962	species	10239|2731341|2731360|2731618|2731619|||186532|1862962	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Ceduovirus|Lactococcus phage M6165	0.0000			
2845180	species	10239|2731341|2731360|2731618|2731619|||1623305|2845180	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv79201	0.0000			
2955761	species	10239|2731341|2731360|2731618|2731619|1978007|2942964|2948680|2955761	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Crassvirales|Intestiviridae|Diorhovirus|Diorhovirus copri	0.0000			
3431196	species	10239|2559587|2732396|2732408|2732506|464095|11974|142786|3431196	Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Caliciviridae|Norovirus|Norovirus norwalkense	0.0000			
2843984	species	10239|2731341|2731360|2731618|2731619|||2843455|2843984	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Sherbrookevirus|Sherbrookevirus MMP04	0.0000			
2844233	species	10239|2731341|2731360|2731618|2731619||2731691|2842593|2844233	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Changchunvirus|Changchunvirus W011D	0.0000			
1913683	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|1913654|1913683	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Gaprivervirus|Gaprivervirus vr7	0.0000			
2608320	species	10239|2731341|2731360|2731618|2731619||2731690|187218|2608320	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Demerecviridae|Tequintavirus|Tequintavirus VEc33	0.0000			
3060723	species	10239|2731341|2731360|2731618|2731619||3424663|3044836|3060723	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Suseptimavirus|Suseptimavirus SU7	0.0000			
2169920	species	10239|2731341|2731360|2731618|2731619|||2843126|2169920	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Wanchaivirus|Wanchaivirus HK106	0.0000			
2844249	species	10239|2731341|2731360|2731618|2731619|||2843396|2844249	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Jouyvirus|Jouyvirus ev207	0.0000			
2845169	species	10239|2731341|2731360|2731618|2731619|||1623305|2845169	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv56003	0.0000			
2560661	species	10239|2731341|2731360|2731618|2731619||3424659|1198980|2560661	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Lindbergviridae|Pbunavirus|Pbunavirus E217	0.0000			
1977402	species	10239|2731342|2732090|2732410|2732411|2732094|10860|10861|1977402	Viruses|Monodnaviria|Loebvirae|Hofneiviricota|Faserviricetes|Tubulavirales|Inoviridae|Inovirus|Inovirus M13	0.0000			
2732707	species	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732693|2732707	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Teetrevirus|Teetrevirus T3Luria	0.0000			
2955946	species	10239|2731341|2731360|2731618|2731619||2946167|2948724|2955946	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Gemsvirus|Gemsvirus gv5004652	0.0000			
2169922	species	10239|2731341|2731360|2731618|2731619|||2843141|2169922	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Wongtaivirus|Wongtaivirus HK542	0.0000			
1987940	species	10239|2731341|2731360|2731618|2731619||3424663|680277|1987940	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Kuravirus|Kuravirus NJ01	0.0000			
2733632	species	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732686|2733632	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Kayfunavirus|Kayfunavirus SH4	0.0000			
489828	species	10239|2731342|2732091|2732412|2732413|2732414|10841|1910951|489828	Viruses|Monodnaviria|Sangervirae|Phixviricota|Malgrandaviricetes|Petitvirales|Microviridae|Alphatrevirus|Enterobacteria phage WA13	0.0000			
2734259	species	10239|2731341|2731360|2731618|2731619|||2733197|2734259	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Murrayvirus|Murrayvirus EC2	0.0000			
1777064	species	10239|2731341|2731360|2731618|2731619||||1777064	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Pseudomonas phage YMC11/07/P54_PAE_BP	0.0000			
3428256	species	10239|2731341|2731360|2731618|2731619|||1623289|3428256	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Dhillonvirus|Dhillonvirus CHD5UKE2	0.0000			
10678	species	10239|2731341|2731360|2731618|2731619|||186789|10678	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Punavirus|Punavirus P1	0.0000			
388452	species	10239|2731341|2731360|2731618|2731619|||2843365|388452	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Chopinvirus|Chopinvirus KSY1	0.0000			
2733983	species	10239|2731341|2731360|2731618|2731619||2731690|187218|2733983	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Demerecviridae|Tequintavirus|Tequintavirus gostya9	0.0000			
1985304	species	10239|2731341|2731360|2731618|2731619||3424631|1985303|1985304	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Andersonviridae|Mooglevirus|Mooglevirus moogle	0.0000			
1165135	species	10239|2731341|2731360|2731618|2731619|||1623305|1165135	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus ASCC273	0.0000			
2014434	species	10239|2731341|2731360|2731618|2731619||||2014434	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Escherichia phage D6	0.0000			
187764	species	10239|2731341|2731360|2731618|2731619|3420540|3424636|2732928|187764	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autosignataviridae|Vectrevirus|Vectrevirus K15	0.0000			
2169923	species	10239|2731341|2731360|2731618|2731619|||2842814|2169923	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Kwaitsingvirus|Kwaitsingvirus HK544	0.0000			
3428259	species	10239|2731341|2731360|2731618|2731619|||1623289|3428259	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Dhillonvirus|Dhillonvirus EC115	0.0000			
3060082	species	10239|2731341|2731360|2731618|2731619||3424663|680277|3060082	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Kuravirus|Kuravirus paul	0.0000			
3430963	species	10239|2731341|2731360|2731618|2731619|3420545|2946170|1913652|3430963	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Mosigvirus|Mosigvirus efftwo	0.0000			
355246	species	10239|2731341|2731360|2731618|2731619||2731691|1920864|355246	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Rtpvirus|Rtpvirus Rtp	0.0000			
2733923	species	10239|2731341|2731360|2731618|2731619|3420540||2731946|2733923	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales||Kafavirus|Kafavirus SWcelC56	0.0000			
2733584	species	10239|2731341|2731360|2731618|2731619|3420540|3424636|2732928|2733584	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autosignataviridae|Vectrevirus|Vectrevirus bee	0.0000			
2863832	species	10239|2731341|2731360|2731618|2731619||3424670|1910992|2863832	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Sarkviridae|Kagunavirus|Escherichia phage vB_EcoS-phiEc3	0.0000			
2733631	species	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732686|2733631	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Kayfunavirus|Kayfunavirus SH3	0.0000			
2560459	species	10239|2731341|2731360|2731618|2731619||2946167|140410|2560459	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Peduovirus|Peduovirus pro483	0.0000			
2956037	species	10239|2731341|2731360|2731618|2731619|||2948775|2956037	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Justusliebigvirus|Justusliebigvirus PHB05	0.0000			
2968680	species	10239|2731341|2731360|2731618|2731619||||2968680	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Clostridium phage CI461P1	0.0000			
2845159	species	10239|2731341|2731360|2731618|2731619|||1623305|2845159	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv37201	0.0000			
2733639	species	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732686|2733639	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Kayfunavirus|Kayfunavirus IMM002	0.0000			
1987938	species	10239|2731341|2731360|2731618|2731619||3424663|680277|1987938	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Kuravirus|Kuravirus kv1721	0.0000			
2734105	species	10239|2731341|2731360|2731618|2731619|||2733103|2734105	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Eponavirus|Eponavirus epona	0.0000			
2845174	species	10239|2731341|2731360|2731618|2731619|||2843470|2845174	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Vedamuthuvirus|Vedamuthuvirus vv62503	0.0000			
2169924	species	10239|2731341|2731360|2731618|2731619|||2843015|2169924	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Saikungvirus|Saikungvirus HK633	0.0000			
3432770	species	10239|2731341|2731360|2731618|2731619|3420540|3424637|110456|3432770	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Teseptimavirus|Teseptimavirus A1122	0.0000			
